reward,actor_loss,q_loss
0,0.07055491209030151,0.288840651512146
0,0.18198178708553314,0.172099769115448
0,0.30574142932891846,0.09217235445976257
0,0.4525855779647827,0.03295038267970085
0,0.6064879894256592,0.004098718985915184
0,0.6780750751495361,0.02222267910838127
0,0.6699740886688232,0.046940628439188004
0,0.6190536022186279,0.04135691747069359
0,0.5511474609375,0.02322182059288025
0,0.4849971532821655,0.008320735767483711
0,0.4320751428604126,0.0033306379336863756
0,0.39963120222091675,0.006787683814764023
0,0.386107474565506,0.012862925417721272
0,0.3883708119392395,0.01727263070642948
0,0.40388816595077515,0.018296942114830017
0,0.4321531057357788,0.016498209908604622
0,0.47031843662261963,0.012307452969253063
0,0.5146862268447876,0.007680535316467285
0,0.5593734383583069,0.004454272799193859
0,0.6005622148513794,0.0033970926888287067
0,0.6304882764816284,0.004527151118963957
0,0.6462477445602417,0.005871969740837812
0,0.646533727645874,0.0073583777993917465
0,0.6388320922851562,0.006085742264986038
0,0.6246232986450195,0.00457883533090353
0,0.609579861164093,0.0033887887839227915
0,0.600701630115509,0.003612448927015066
0,0.5994248390197754,0.004666895139962435
0,0.6095225811004639,0.006039455998688936
0,0.6274913549423218,0.006174122449010611
0,0.6529693007469177,0.00548273790627718
0,0.6810967326164246,0.004426673054695129
0,0.7114841938018799,0.003858741372823715
0,0.7398600578308105,0.0034223399125039577
0,0.7625070810317993,0.0035729017108678818
0,0.7747129201889038,0.0036210445687174797
0,0.776587724685669,0.003881333628669381
0,0.7752524614334106,0.0033385036513209343
0,0.769521176815033,0.0032147900201380253
0,0.7667883634567261,0.003222359111532569
0,0.77092444896698,0.0035675442777574062
0,0.7835855484008789,0.003779631108045578
0,0.8037799596786499,0.003719456261023879
0,0.8324248790740967,0.003257057862356305
0,0.8595565557479858,0.0031455017160624266
0,0.8857311010360718,0.0030095854308456182
0,0.9027615785598755,0.0032727723009884357
0,0.9100171327590942,0.0034405896440148354
0,0.9161882400512695,0.0031874272972345352
0,0.915666401386261,0.003329356200993061
0,0.9236506223678589,0.0035106120631098747
0,0.9382878541946411,0.0037351916544139385
0,0.9594672918319702,0.0032929452136158943
0,0.9730226397514343,0.0033725786488503218
0,0.9787517786026001,0.003480700310319662
0,0.9731799364089966,0.0032825046218931675
0,0.9634376168251038,0.003184752305969596
0,0.9523345232009888,0.0033201335463672876
0,0.9620673060417175,0.003202600171789527
0,0.9857209324836731,0.0030114110559225082
0,1.0078840255737305,0.0028194705955684185
0,1.0225852727890015,0.002847251482307911
0,1.0331690311431885,0.0027005597949028015
0,1.038160800933838,0.0025206743739545345
0,1.0595226287841797,0.0022881499025970697
0,1.0792887210845947,0.0023027206771075726
0,1.0982226133346558,0.002134286565706134
0,1.106128454208374,0.0019577143248170614
0,1.1095590591430664,0.0021173199638724327
0,1.1211230754852295,0.0019048035610467196
0,1.1470786333084106,0.0018631007988005877
0,1.173205018043518,0.0018452234799042344
0,1.195556402206421,0.0017083210404962301
0,1.1960911750793457,0.001726510003209114
0,1.2072196006774902,0.0016886433586478233
0,1.2066248655319214,0.0014879773370921612
0,1.2248399257659912,0.0017172122607007623
0,1.2519195079803467,0.001427859766408801
0,1.2674901485443115,0.0015089678345248103
0,1.279138207435608,0.0013692417414858937
0,1.2935038805007935,0.001463000662624836
0,1.3136889934539795,0.0014003363903611898
0,1.3110945224761963,0.001375523628666997
0,1.325079321861267,0.0013110694708302617
0,1.3445528745651245,0.0011356400791555643
0,1.3737843036651611,0.0012051539961248636
0,1.3644521236419678,0.0012463538441807032
0,1.3863418102264404,0.0011994173983111978
0,1.4009486436843872,0.0011148292105644941
0,1.4177992343902588,0.0011441090609878302
0,1.4180630445480347,0.001022539334371686
0,1.44112229347229,0.0010514345485717058
0,1.4706215858459473,0.0009157828171737492
0,1.4598373174667358,0.0009871055372059345
0,1.4786279201507568,0.0010214754147455096
0,1.4981162548065186,0.0008957268437370658
0,1.491553783416748,0.0009255493059754372
0,1.5176186561584473,0.0009298404911532998
0,1.5456855297088623,0.0008214269764721394
0,1.5361894369125366,0.0008244766504503787
0,1.5498507022857666,0.0007992501487024128
0,1.5749845504760742,0.0007921240758150816
0,1.567444086074829,0.0009078904986381531
0,1.5909724235534668,0.0008414804469794035
0,1.620060682296753,0.0007844725623726845
0,1.5866515636444092,0.0008470172761008143
0,1.6153810024261475,0.0008345218375325203
0,1.6545405387878418,0.0007256788667291403
0,1.6273219585418701,0.0008015946368686855
0,1.673675298690796,0.0010075600584968925
0,1.6883372068405151,0.0007457311730831861
0,1.647920846939087,0.00083858025027439
0,1.6948411464691162,0.0009951824322342873
