actor_loss,q_loss
-0.018466025590896606,0.3892636001110077
0.023391954600811005,0.3337862193584442
-0.017016932368278503,0.2747891843318939
-0.006502676755189896,0.23072019219398499
0.008706594817340374,0.18781042098999023
-0.030802765861153603,0.14464527368545532
0.03902960196137428,0.11164560168981552
-0.05021904781460762,0.08290970325469971
-0.0035215415991842747,0.06015484780073166
-0.012868111953139305,0.039253342896699905
-0.009552116505801678,0.027055658400058746
0.01618187688291073,0.02212780900299549
-0.003453720360994339,0.018562957644462585
-0.00214863708242774,0.020650729537010193
-0.024973971769213676,0.022706301882863045
0.01915822923183441,0.024185732007026672
-0.00918717309832573,0.022936120629310608
-0.0648350939154625,0.021831588819622993
-0.02095979079604149,0.019407914951443672
0.007053595036268234,0.01708979904651642
-0.015587402507662773,0.015923425555229187
-0.020600158721208572,0.0163322351872921
-0.00040816888213157654,0.01647205650806427
-0.006146110128611326,0.017203647643327713
-0.02053022012114525,0.016191748902201653
-0.0002754600718617439,0.015425306744873524
-0.012717340141534805,0.013311782851815224
-0.03032054752111435,0.013446548953652382
0.004559689667075872,0.01315225288271904
-0.008076239377260208,0.012716960161924362
0.03372856229543686,0.2896667420864105
-0.02894694171845913,0.28455644845962524
-0.013867051340639591,0.2768295407295227
-0.01650247722864151,0.25893497467041016
-0.014017065055668354,0.23032286763191223
0.04384918510913849,0.19660517573356628
-0.014462446793913841,0.1620994210243225
-0.01717274636030197,0.1322934925556183
0.021404389292001724,0.09373977780342102
-0.015680257230997086,0.06966480612754822
-0.014308188110589981,0.04655290022492409
-0.005063590593636036,0.030506176874041557
-0.017580844461917877,0.022928278893232346
-0.019603461027145386,0.023391788825392723
-0.002247244818136096,0.02490030974149704
-0.002081030048429966,0.028065621852874756
-0.06309573352336884,0.030694328248500824
0.052342694252729416,0.030950522050261497
0.005912798456847668,0.030157068744301796
-0.040387269109487534,0.0257059745490551
-0.02215876616537571,0.026801783591508865
-0.0200800821185112,0.020198004320263863
-0.002245281357318163,0.017236433923244476
-0.055954642593860626,0.01963723823428154
