reward,actor_loss,q_loss
0,0.5781434178352356,0.7059345245361328
0,0.8308980464935303,0.27091026306152344
0,0.6072103977203369,0.0394458994269371
0,0.4740212559700012,0.14133082330226898
0,0.5136042237281799,0.11625523120164871
0,0.6710412502288818,0.031621966511011124
0,0.7862067222595215,0.02038463205099106
0,0.753383994102478,0.04787243902683258
0,0.6651150584220886,0.06655743718147278
0,0.6298911571502686,0.061370186507701874
0,0.6735998392105103,0.04065469652414322
0,0.7658548355102539,0.019360823556780815
0,0.8203421235084534,0.010975949466228485
0,0.7860511541366577,0.02106897160410881
0,0.7363589406013489,0.03405961021780968
0,0.7450919151306152,0.03231780603528023
0,0.7959164381027222,0.018440112471580505
1,0.8317244052886963,0.010101823136210442
0,0.8230696320533752,0.01242702454328537
0,0.7912827730178833,0.019654011353850365
0,0.8028761148452759,0.024810947477817535
0,0.8405535817146301,0.0222075954079628
0,0.8553847670555115,0.016394007951021194
0,0.8387874364852905,0.01082223653793335
0,0.8483432531356812,0.010986744426190853
0,0.8837401866912842,0.015211193822324276
0,0.8891880512237549,0.017489854246377945
0,0.8760383725166321,0.01516118086874485
1,0.8889046311378479,0.011041253805160522
0,0.895036518573761,0.011404821649193764
0,0.8893051147460938,0.013441724702715874
0,0.8962260484695435,0.01564561203122139
0,0.9090360403060913,0.01482185535132885
0,0.9138392806053162,0.012888994999229908
1,0.9304311871528625,0.011486455798149109
1,0.9311351776123047,0.01329792756587267
0,0.9401634931564331,0.014028875157237053
0,0.9424370527267456,0.013531332835555077
0,0.9517180919647217,0.011723799630999565
0,0.9618004560470581,0.01170093659311533
0,0.9672867655754089,0.010899154469370842
0,0.9663035869598389,0.013380752876400948
0,0.9808720350265503,0.012208144180476665
0,0.9741088151931763,0.011053470894694328
1,0.9853286743164062,0.01040366105735302
0,0.9815647006034851,0.011542996391654015
0,0.9654167294502258,0.011088963598012924
0,0.9794777035713196,0.009638404473662376
0,0.9573578238487244,0.009717214852571487
0,0.9723566770553589,0.009798782877624035
0,0.9793817400932312,0.008993929252028465
0,0.9842131733894348,0.008648497052490711
0,1.0211316347122192,0.008191455155611038
0,0.9998975992202759,0.008230168372392654
0,1.0328370332717896,0.008128131739795208
0,1.0196585655212402,0.007324208505451679
0,1.0336228609085083,0.0073387883603572845
0,1.0182862281799316,0.0070122843608260155
0,1.0389868021011353,0.007320362143218517
0,1.0438117980957031,0.006840124260634184
1,1.0481369495391846,0.006474556867033243
0,1.0688035488128662,0.006602453999221325
0,1.0792033672332764,0.006591016426682472
0,1.0885937213897705,0.006196361966431141
0,1.0826678276062012,0.006306556053459644
0,1.0505597591400146,0.005522457882761955
1,1.0543715953826904,0.006184988655149937
1,1.0913100242614746,0.0059827761724591255
0,1.0596809387207031,0.005437145009636879
0,1.0920639038085938,0.00566541962325573
1,1.0761730670928955,0.005572197958827019
0,1.068867564201355,0.004863773472607136
0,1.0999565124511719,0.004712503403425217
0,1.1089518070220947,0.004947574343532324
0,1.1029331684112549,0.004782533273100853
0,1.1346417665481567,0.004344048909842968
0,1.1438448429107666,0.0041555725038051605
0,1.168820858001709,0.003983456641435623
0,1.1615657806396484,0.0037728212773799896
0,1.1494462490081787,0.003962606191635132
0,1.1746189594268799,0.0033469137270003557
0,1.1677627563476562,0.003439582884311676
1,1.2060024738311768,0.003437667153775692
0,1.2361191511154175,0.003229204099625349
0,1.2266255617141724,0.002856436651200056
0,1.2110081911087036,0.0027603800408542156
0,1.222854495048523,0.003050012979656458
0,1.220571517944336,0.0029658142011612654
0,1.2275514602661133,0.002652582712471485
0,1.192260503768921,0.0026339825708419085
1,1.2238438129425049,0.0027677102480083704
1,1.2385084629058838,0.0026435432955622673
0,1.222280740737915,0.00263304659165442
0,1.1833274364471436,0.003233725670725107
0,1.1626956462860107,0.00290279695764184
1,1.2236536741256714,0.002798091620206833
0,1.2201948165893555,0.0028038157615810633
0,1.1792984008789062,0.002404256258159876
1,1.1529793739318848,0.003026357851922512
0,1.255587100982666,0.002665833104401827
0,1.2234853506088257,0.0025722705759108067
1,1.1830389499664307,0.0026398561894893646
0,1.2720966339111328,0.0026195994578301907
0,1.2270045280456543,0.0028303118888288736
0,1.1744279861450195,0.0026762408670037985
0,1.2411136627197266,0.002548367017880082
0,1.2506520748138428,0.0025999858044087887
0,1.3072962760925293,0.0024741212837398052
0,1.2537596225738525,0.0028173993341624737
0,1.1855409145355225,0.00232908152975142
0,1.305846095085144,0.002540678484365344
0,1.292201042175293,0.0027427775785326958
0,1.2361525297164917,0.0023799091577529907
1,1.2754254341125488,0.002574122976511717
0,1.3188068866729736,0.0023584908340126276
0,1.2456533908843994,0.0023402213118970394
0,1.2909685373306274,0.0023979670368134975
0,1.3242073059082031,0.002049253322184086
0,1.3290982246398926,0.0025964598171412945
0,1.3480902910232544,0.0022245824802666903
0,1.3210135698318481,0.0025385436601936817
0,1.2984731197357178,0.00265324953943491
0,1.310490608215332,0.002436885144561529
0,1.3167555332183838,0.0022937264293432236
0,1.3197829723358154,0.0024971854873001575
0,1.3415758609771729,0.002310046460479498
0,1.3517813682556152,0.001800768543034792
0,1.2996429204940796,0.002304965164512396
0,1.293929934501648,0.0021294120233505964
0,1.318517804145813,0.0022731246426701546
0,1.3312302827835083,0.002517428481951356
0,1.2669129371643066,0.002072172472253442
0,1.2423570156097412,0.002215353539213538
0,1.2964081764221191,0.0025301044806838036
1,1.3418874740600586,0.0021819984540343285
0,1.3528062105178833,0.0024870294146239758
0,1.3325114250183105,0.002699884120374918
0,1.3305776119232178,0.0022933087311685085
0,1.3430588245391846,0.002561295870691538
0,1.3081244230270386,0.002712381538003683
0,1.352102279663086,0.00227642385289073
0,1.3982043266296387,0.002298732055351138
1,1.4030113220214844,0.0020374394953250885
0,1.3907296657562256,0.0023389277048408985
0,1.3820151090621948,0.0023904326371848583
0,1.3817130327224731,0.002318907529115677
0,1.4049042463302612,0.0024121925234794617
1,1.3918683528900146,0.0025667487643659115
0,1.4276835918426514,0.002189219230785966
1,1.3920550346374512,0.002316117286682129
0,1.4126837253570557,0.0025109942071139812
1,1.424471378326416,0.00209197704680264
0,1.4574785232543945,0.001973962876945734
0,1.4503487348556519,0.0021241819486021996
0,1.4278839826583862,0.0022077118046581745
1,1.4288229942321777,0.001974609913304448
0,1.4555773735046387,0.001915694447234273
0,1.535386562347412,0.0018872758373618126
0,1.484809160232544,0.0019520624773576856
0,1.4920567274093628,0.0018603857606649399
1,1.5669264793395996,0.002039975253865123
0,1.4916075468063354,0.0019166609272360802
0,1.4940409660339355,0.0019126771949231625
1,1.5064525604248047,0.002083343919366598
0,1.5104212760925293,0.002447092905640602
1,1.4733597040176392,0.0019801403395831585
0,1.533233642578125,0.0025240322574973106
0,1.453115701675415,0.0019906372763216496
1,1.497298240661621,0.0022046719677746296
0,1.552839994430542,0.002411064226180315
1,1.569063663482666,0.0031509066466242075
0,1.5513893365859985,0.0031688797753304243
0,1.5536823272705078,0.003052966669201851
1,1.5164892673492432,0.002366863191127777
1,1.6141026020050049,0.0029975087381899357
0,1.6218022108078003,0.0028865106869488955
0,1.6165330410003662,0.003249239642173052
1,1.564992904663086,0.00314706121571362
0,1.5914956331253052,0.003198920749127865
0,1.6412969827651978,0.0034618941135704517
0,1.6393910646438599,0.005075474735349417
0,1.6123902797698975,0.004922390449792147
0,1.6104549169540405,0.005328603088855743
0,1.698104977607727,0.0028133136220276356
0,1.6323813199996948,0.002563992515206337
1,1.6485199928283691,0.0039225853979587555
0,1.5906383991241455,0.003588735358789563
1,1.655494213104248,0.0030877450481057167
0,1.7645912170410156,0.003675555344671011
1,1.7243717908859253,0.004177744500339031
1,1.66739821434021,0.0035075643099844456
0,1.5812442302703857,0.0034361290745437145
1,1.621645212173462,0.0038720518350601196
0,1.7047767639160156,0.003905933117493987
0,1.7592839002609253,0.004081827588379383
0,1.6777799129486084,0.0037861282471567392
0,1.6875286102294922,0.0039058320689946413
0,1.7382608652114868,0.003516008146107197
