reward,success
-86.56220884705974,0.0
-89.11907227235491,0.0
-71.90164404328203,0.0
-101.36774691016271,0.0
-68.41133785081524,0.0
-72.65469432917706,0.0
-118.79146725549626,0.0
-102.36077192521034,0.0
-85.18936143437446,0.0
-116.14618721348863,0.0
-109.7479258570649,0.0
-110.29132923331468,0.0
-87.48715891745005,0.0
-89.99052772447328,0.0
-88.54192382684668,0.0
-90.00591259444401,0.0
-111.86847286778264,0.0
-111.84962868029623,0.0
-112.02402113448834,0.0
-102.87810311430937,0.0
-75.35964643288712,0.0
-65.58293704248413,0.0
-87.23502772466301,0.0
-92.10325789178849,0.0
-89.2390754011998,0.0
-97.10874422612162,0.0
-101.94833579032068,0.0
-72.434732157438,0.0
-104.60062613899959,0.0
-107.57248322904103,0.0
-147.24808764744623,0.0
-112.1954947669616,0.0
-110.10574376470328,0.0
-83.41260150545851,0.0
-66.78812441538403,0.0
-79.92153264632564,0.0
-113.7444159912026,0.0
-113.57166743312156,0.0
-68.77420226195676,0.0
-129.61890191349258,0.0
-96.86303404477529,0.0
-64.18684398363636,0.0
-104.1368358494804,0.0
-69.90340099800811,0.0
-72.72110796213033,0.0
-118.96265769271079,0.0
-85.3312620632537,0.0
-94.5082654804146,0.0
-124.54534050462352,0.0
-106.3481083662631,0.0
-110.18335089808922,0.0
-65.3082673208019,0.0
-93.62751159064986,0.0
-93.63041931958391,0.0
-35.32826684312155,0.0
-117.16641378863432,0.0
-85.77490143716469,0.0
-104.98776458822563,0.0
-96.99368100878861,0.0
-126.98007728549032,0.0
-82.24992444867783,0.0
-86.23930200733547,0.0
-102.82269901560637,0.0
-94.28488510261353,0.0
-109.35910313572514,0.0
-76.48245551574274,0.0
-114.98009456926731,0.0
-96.86741640426997,0.0
-77.24595415162717,0.0
-74.68902918497768,0.0
-106.0921883432001,0.0
-87.18291411123562,0.0
-130.80876589140018,0.0
-74.92316611458452,0.0
-92.13417287141428,0.0
-78.52193980533859,0.0
-101.26176781224088,0.0
-95.68341872955762,0.0
-72.25752636182987,0.0
-87.62117117366171,0.0
-103.45372217096742,0.0
-77.74207630662622,0.0
-60.598523870472775,0.0
-106.04808893963978,0.0
-88.73658238700946,0.0
-96.20670494532862,0.0
-92.98711297801026,0.0
-72.66846761562125,0.0
-83.55687456640527,0.0
-94.48225418402339,0.0
-67.14113078498801,0.0
-54.4552053614109,0.0
-105.14597187885818,0.0
-77.48721943113947,0.0
-114.04461683194143,0.0
-127.74323708528546,0.0
-63.68029475178392,0.0
-105.2174970831653,0.0
-99.52006848050291,0.0
-89.43214796482575,0.0
-41.507037518187936,0.0
-46.206025874927235,0.0
-60.48607648241951,0.0
-47.47926105682393,0.0
-67.59293914095716,0.0
-44.69541178519371,0.0
-42.18831114297021,0.0
-58.4997481186475,0.0
-68.95135169752221,0.0
-54.37129959649662,0.0
-73.42242124420179,0.0
-63.46837634245032,0.0
-92.67609128821935,0.0
-60.221516187106886,0.0
-44.47365730401605,0.0
-57.491382786078916,0.0
-71.83111871978028,0.0
-71.3515981968199,0.0
-52.4880992133279,0.0
-33.171105792448024,0.0
-62.06093824678775,0.0
