reward,success
-192.57815752762804,0.0
-182.39468294435153,0.0
-120.58872413111781,0.0
-166.77031582774626,0.0
-178.79172201190445,0.0
-155.80948680090754,0.0
-148.42609982339064,0.0
-172.0032236161095,0.0
-115.04044676301872,0.0
-230.7984993174048,0.0
-124.88097277566598,0.0
-142.14713306923878,0.0
-151.31594621288855,0.0
-160.7121819716466,0.0
-185.58903321414334,0.0
-144.08373855340122,0.0
-216.3227680413289,0.0
-133.71621541916863,0.0
-195.5855859307907,0.0
-205.26179389071328,0.0
-152.3675827740669,0.0
-173.52451315761868,0.0
-147.80587109518936,0.0
-187.87652508427038,0.0
-182.7016160092128,0.0
-137.08330193604516,0.0
-201.69375192279804,0.0
-153.49575200446233,0.0
-169.81354468982468,0.0
-175.2615216421467,0.0
-194.16341816676612,0.0
-172.21055160793225,0.0
-162.69820822253078,0.0
-164.26860613234055,0.0
-184.04991294329378,0.0
-134.48843695312772,0.0
-157.63240686299662,0.0
-171.11226298711236,0.0
-195.72857271609408,0.0
-125.4844766476632,0.0
-186.73768803510694,0.0
-166.83194325434394,0.0
-198.18225224467352,0.0
-217.08808379149403,0.0
-163.4969143871802,0.0
-155.8147979024798,0.0
-104.85496911685222,0.0
-131.33350353903663,0.0
-205.9354517135537,0.0
-186.84887408155004,0.0
-150.40622165465663,0.0
-153.72820814870641,0.0
-122.37437214971189,0.0
-144.30225599052483,0.0
-195.2262044516609,0.0
-214.9364930557119,0.0
-105.06752444316565,0.0
-127.26823516318504,0.0
-82.19501924809143,0.0
-177.34906999551686,0.0
-110.19739952609395,0.0
-159.12058170307932,0.0
-94.39965489870649,0.0
-129.67332141546336,0.0
-113.48625816658694,0.0
-159.70529240483611,0.0
-115.14690474940276,0.0
-129.24565304702855,0.0
-133.2791839755801,0.0
-149.09414973325036,0.0
-144.51721721734538,0.0
-133.47475566727528,0.0
-148.1063818559984,0.0
-205.31740176573706,0.0
-169.62122810187986,0.0
-120.78205940346741,0.0
-181.53560815690437,0.0
-155.28878717812557,0.0
-160.64994105473897,0.0
-108.31628394952403,0.0
-210.18731404703647,0.0
-135.4486835781925,0.0
-120.13312967025684,0.0
