reward,actor_loss,q_loss,success
-127.16518862556715,2.6370439529418945,2.5153651237487793,0
-134.82338907599413,2.3615808486938477,0.9249697327613831,0
-150.23238729386475,1.6876916885375977,0.6984274387359619,0
-131.26424703819558,1.3876032829284668,0.2893170714378357,0
-125.4900325682881,1.6904256343841553,0.31734225153923035,0
-54.09179684458139,1.780205249786377,0.14970353245735168,0
-66.52766570110384,1.720280408859253,0.15373802185058594,0
-39.260911127350504,1.3040748834609985,0.1745595633983612,0
-39.736117759264765,1.504494309425354,0.1586226373910904,0
-25.62077175182538,1.887110948562622,0.14049935340881348,0
-44.384344403005876,1.8264000415802002,0.12634512782096863,0
-39.79615531019978,1.7454571723937988,0.11018215864896774,0
-20.31265350152488,1.436980962753296,0.11022230237722397,0
-42.5888446228504,1.358069658279419,0.11217793077230453,0
-43.85190630005056,1.4859271049499512,0.09793709218502045,0
-43.025975181304666,1.4824855327606201,0.09268788248300552,0
-39.698528269108586,1.5087988376617432,0.06354425847530365,0
-40.569785719327406,1.4520988464355469,0.06897803395986557,0
-27.17065182593577,1.4262017011642456,0.05704037472605705,0
-29.087504341840226,1.5863916873931885,0.04827316850423813,0
-31.784288196563622,1.5922927856445312,0.06106657534837723,0
-26.386443162305273,1.4758286476135254,0.05222196877002716,0
-29.383431070850076,1.4784257411956787,0.05733427032828331,0
-28.79471330409065,1.5343239307403564,0.04841790348291397,0
-31.204697405388174,1.4706530570983887,0.04956333339214325,0
-15.299691958677736,1.3124905824661255,0.039526600390672684,0
-31.388058320518294,1.3409295082092285,0.050662893801927567,0
-28.14412599441864,1.4474109411239624,0.06519712507724762,0
-17.23365955198013,1.6340118646621704,0.03946486860513687,0
-12.789230842784619,1.6873356103897095,0.06302593648433685,0
-22.14507008959931,1.5385699272155762,0.08039061725139618,0
-14.470110931505104,1.4443247318267822,0.04833860322833061,0
-20.838223354466805,1.5276768207550049,0.07414434850215912,0
-14.67675095737062,1.5598902702331543,0.11792796850204468,0
-11.802910947433384,1.6690802574157715,0.09020554274320602,0
-24.457382886166066,1.957914113998413,0.056120164692401886,0
-19.718829071736586,2.042145252227783,0.10592732578516006,0
-16.37691731768974,1.9874391555786133,0.1610535830259323,0
-7.98136091838804,1.746677279472351,0.13686013221740723,0
-12.40920682915128,1.7272911071777344,0.06618630886077881,0
-27.95596867544133,1.6139849424362183,0.06440477818250656,0
-22.586294977639596,1.4577367305755615,0.08481192588806152,0
-11.363558079473941,1.422377586364746,0.08856058120727539,0
-22.257217144528525,1.5810930728912354,0.05399244278669357,0
-10.55671731288386,1.6732125282287598,0.031209800392389297,0
-12.955960167860951,1.6396619081497192,0.04798320308327675,0
-32.851052812268286,1.4748916625976562,0.04030225798487663,0
-15.74487387887386,1.4492905139923096,0.035978902131319046,0
-14.338828764366347,1.5991802215576172,0.05356697738170624,0
-17.54896519212914,1.730279803276062,0.04683849588036537,0
-12.216273451067822,1.7744303941726685,0.04391918331384659,0
-22.256207018507443,1.6642948389053345,0.04943051189184189,0
-12.014121601789133,1.6901774406433105,0.042642831802368164,0
-6.655294264071413,1.6979262828826904,0.04963662847876549,0
-27.67427060030865,1.581007719039917,0.05251643434166908,0
-14.180271758805246,1.70804762840271,0.03646360710263252,0
-13.777121020171684,1.7437617778778076,0.04737338051199913,0
-15.598334603741788,1.630204439163208,0.047466814517974854,0
-18.357118153369385,1.4998531341552734,0.03473883867263794,0
-6.372688234424683,1.515052080154419,0.039886608719825745,0
-21.405630880224024,1.573214054107666,0.06078886240720749,0
-13.419662312485206,1.7034916877746582,0.04510084167122841,0
-22.88070296686656,1.7665963172912598,0.03530231863260269,0
-20.291330277070823,1.7309281826019287,0.04120779037475586,0
-15.392507325267665,1.6714658737182617,0.03767814487218857,0
-13.697104901653418,1.6902445554733276,0.030093148350715637,0
-8.911195097448143,1.664276123046875,0.03140345215797424,0
-14.217507043023401,1.7024543285369873,0.031073883175849915,0
-6.491645506079902,1.6705036163330078,0.024706538766622543,0
-11.76084160352684,1.5765817165374756,0.028974158689379692,0
-11.889153434885383,1.6164135932922363,0.02914823777973652,0
-15.564588193877869,1.8371044397354126,0.02662552148103714,0
-7.0908787662223505,1.9019124507904053,0.05373585969209671,0
-6.66099270268525,1.7928004264831543,0.06415316462516785,0
-6.302642123308779,1.6306498050689697,0.0358300618827343,0
-10.685157650101347,1.6013232469558716,0.047566670924425125,0
-15.473844607989047,1.7782886028289795,0.052002616226673126,0
-6.72593287780957,1.8637381792068481,0.03915189206600189,0
-15.473774757915752,1.827898621559143,0.03231501579284668,0
-6.377495637687637,1.8003838062286377,0.027640564367175102,0
-6.8134840001053565,1.7187259197235107,0.03134655952453613,0
-14.61630798277333,1.8244593143463135,0.02241854928433895,0
-23.06486154693073,1.8593899011611938,0.03642772510647774,0
-19.091354813557803,1.7007665634155273,0.04668040573596954,0
-12.530213205488554,1.8530616760253906,0.025878410786390305,0
-6.6421274758882,1.9237231016159058,0.04354613274335861,0
-21.82091426402651,1.89302396774292,0.05965951085090637,0
-7.526586533710775,1.817810297012329,0.03907175362110138,0
