actor_loss,q_loss
-0.012988567352294922,1.3086386919021606
0.004182054661214352,1.2359402179718018
0.008317219093441963,1.1322435140609741
-0.004602013621479273,1.0538736581802368
-0.0046087345108389854,0.9828960299491882
-0.04033670201897621,0.882483959197998
-0.002507278695702553,0.8453196883201599
0.04462086409330368,0.7475321292877197
0.0076798913069069386,0.721888542175293
-0.014083454385399818,0.6523308753967285
-0.0010777655988931656,0.5729896426200867
-0.012248543091118336,0.5092132687568665
0.010734420269727707,0.47578513622283936
-0.011268727481365204,0.4406381845474243
-0.009484191425144672,0.4037803113460541
-0.014793415553867817,0.3523828387260437
-0.05407772958278656,0.3169965445995331
0.013861210085451603,0.2806164622306824
0.006021024193614721,0.26076412200927734
0.023463089019060135,0.2169201821088791
-0.03227977082133293,0.20015498995780945
0.009638833813369274,0.18468832969665527
0.0033382512629032135,0.14776191115379333
-0.0010107049020007253,0.13495367765426636
0.004267793148756027,0.11766831576824188
-0.024727387353777885,0.10979895293712616
0.0014254823327064514,0.09775470942258835
-0.0025490110274404287,0.09778101742267609
0.019793253391981125,0.08464474976062775
-0.026038452982902527,0.07575469464063644
-0.011218764819204807,0.07309576869010925
-0.006114365998655558,0.07068763673305511
-0.04106125235557556,0.07007162272930145
-0.012245014309883118,0.06638912856578827
0.01873861812055111,0.06783068180084229
0.019999967887997627,0.06749065965414047
-0.011262195184826851,0.06586236506700516
-0.0055758170783519745,0.06809116899967194
-7.169973105192184e-05,0.0724281370639801
-0.0073429252952337265,0.07612966746091843
-0.0018350481986999512,0.8881510496139526
-0.003835044801235199,0.8476712107658386
0.01028728112578392,0.8088486194610596
-0.007351315580308437,0.7945045232772827
-0.003269634675234556,0.7196954488754272
-0.01604914851486683,0.6768479943275452
0.0075922864489257336,0.6283235549926758
0.010722939856350422,0.5857471227645874
0.020904146134853363,0.5455236434936523
-0.024901017546653748,0.47594475746154785
0.014736317098140717,0.42853736877441406
-0.02915828302502632,0.3685067296028137
-0.054114557802677155,0.3444395065307617
0.017718244343996048,0.3080107569694519
-0.005555630661547184,0.267798513174057
0.04814484342932701,0.23785527050495148
0.012284589000046253,0.20398083329200745
-0.01892988383769989,0.1857258826494217
-0.01994822733104229,0.16969852149486542
0.02382216602563858,0.134957417845726
-0.02518276870250702,0.12206707894802094
-0.024320919066667557,0.11219120025634766
0.021249793469905853,0.1018403023481369
0.023934965953230858,0.09955303370952606
0.005332746542990208,0.08973504602909088
0.017446422949433327,0.08196340501308441
-0.020349763333797455,0.07676948606967926
-0.02207411639392376,0.07747425884008408
-0.012949599884450436,0.07991973310709
0.002003682777285576,0.07149934768676758
-0.023186933249235153,0.07980673015117645
0.03286084905266762,0.0736614242196083
0.010432181879878044,0.07952873408794403
-0.007449431344866753,0.08252875506877899
-0.004781493451446295,0.07977539300918579
-0.01638144999742508,0.08089636266231537
-0.024255409836769104,0.08596175909042358
-0.02002822607755661,0.0818461924791336
0.016778022050857544,0.08318597078323364
0.02201441302895546,0.08266392350196838
-0.034565381705760956,0.7638492584228516
-0.0068905167281627655,0.7233980894088745
-0.0004444909282028675,0.6880316734313965
0.06246073916554451,0.6693826913833618
0.01046223845332861,0.6240915060043335
-0.021340591832995415,0.5744788646697998
-0.005370869301259518,0.5429391860961914
0.01243035588413477,0.4921687841415405
-0.016898907721042633,0.45682862401008606
0.03982441872358322,0.4163782298564911
-0.025979353114962578,0.36065673828125
-0.01705506630241871,0.33781272172927856
-0.04190485551953316,0.2913729250431061
0.016815975308418274,0.26103460788726807
0.007958320900797844,0.22512006759643555
0.0069180745631456375,0.20805425941944122
